feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target_column
2.8300361261214717,3.71039267734969,-3.541272395016918,-1.8784736831961264,5.259376840147806,-3.542790485585237,2.144518096172853,-3.211324749803057,-0.1201274978270192,-2.557971092572561,1
0.971669487572599,0.2881857888870283,-2.124648743448015,-1.4196148179761376,0.8234055648051445,-0.3166800494912513,0.0756967015286513,-1.0556484060567206,2.632365120102577,-0.3358000418491569,0
0.3312855430582281,-1.5910298664166094,-2.092067296568706,0.7671350528448992,0.793704056156538,-1.1745127602472454,1.8187741953386216,-1.2545555334795755,0.2813080795361415,-0.9874758956254248,0
-1.4780922870847206,-0.3436477634588346,-0.0382809447741255,-1.361831959510009,1.235385248318451,-0.7912229732783014,-2.0465269729294877,0.0710253057849305,1.328144994103439,-0.7365804626495611,0
2.5796215462570684,0.3321679682915175,2.7887953726902666,-3.757333046866989,4.051229902304918,-9.283099304713534,2.7902746073154288,-4.647829024885586,-1.32925001105695,-1.9749458441908057,0
0.4802265132529066,3.124417165621321,1.2095717347291206,-0.7763583134717202,3.3954747818806243,-3.877930534657657,1.711458243550709,-1.0497895698569366,-1.4674161479587764,-2.546584119482687,0
1.081610433374439,-1.2665107849835884,-2.2315650541797334,-3.0836481722814093,-0.0861631728919323,-2.7249267646562583,-0.1745014324426871,-2.623623103023737,2.4481052431025727,-1.211926792714947,0
3.160781707057976,0.7448865832206233,-1.551425100250281,-2.2105945250005705,1.8759156383107751,-0.7282446361527486,-0.6943559927450067,-2.473850648909873,0.9663846443779174,1.1742667824386142,0
-0.1192117469536011,0.3314410504118835,1.7673198380472237,-1.6077690221712646,-0.2814548520679687,-1.9734025540985043,-0.4917084980307029,-0.4735373839796041,-1.1105848544717478,-0.1846336154640578,0
-0.6580272017483242,-2.5011730432769763,-1.9105824529516808,-1.4015990260482345,0.7101706684341966,-3.6085706613493023,1.537450451477393,-1.8292456970612987,4.354351361822353,-2.838444007725287,0
1.5818237263102817,-0.8550260947752353,3.5328441159674893,-2.40771338508822,0.8022800807179183,-4.885356282093858,1.9537834835533865,-2.0118704923951145,0.3403973450222861,0.8156843494212738,0
1.7124941725744045,1.299361979071879,-2.104397372587123,1.217507829720092,-0.3479593774708722,0.2666442429038512,2.321338914841807,-0.8238557132441466,-0.868559384000828,-1.264617900931274,0
1.7466915846564126,-1.2173119233035732,1.8541474144552408,0.7846350935343456,0.2335274677962397,-0.1395103432082677,0.5257495041974424,-0.6390877725372199,1.53786859296827,1.2521358721050873,0
2.059507339327352,1.4135952051013023,-0.9954460456290988,-0.6976912079340417,1.779875782546832,-4.8141757345879554,0.8729290374503988,-3.656703068476794,-4.357505939470513,-4.172373478989487,0
-0.1075632002472464,-3.603299038491365,-1.8384913683868085,-2.631426923352062,-1.9492165844204083,-2.763693757807008,-1.6898567968408216,-2.6509603187051427,1.3886596147816437,-1.8431417588391452,0
2.696240750158508,2.122759514114384,0.6372009258974105,-2.015601366059204,2.02354378962034,3.082178905762777,-3.799596970303831,-0.1662186967755267,-1.0705293665335067,5.167341101387409,0
-0.7055039425067817,-1.248188312033421,-2.7647625740927,-0.8333772474422253,-0.6421252924048968,0.5675036516306853,0.7784543128355537,0.0748646339289308,3.062453705442216,0.1262200137072567,0
3.748737203317632,0.8124559813138859,-3.2861600977186805,0.7906383180982957,2.2555180415574254,1.7752334729270842,1.4256171420091666,-1.726247863899791,-0.2314802422156561,2.189371432817145,0
1.3736427839682963,0.6513251776321787,1.5082569138469557,0.5212283115406144,0.9426284152071503,-1.196614329260889,1.0124850163819357,-0.7001078794777604,-0.114504796957767,-0.36030916353134,0
2.7883241651727224,0.1970233681166189,-0.3482381502543911,-1.3047324166595862,1.3538928677041169,1.2495070177351806,-2.699231751405448,-1.55491538525667,-0.772126199751809,2.8354022656252567,0
0.8995597079389704,1.7251545454384667,0.4938100877878867,2.4411566525981465,2.9196825218421423,-0.3842573467585488,0.4135233235350267,-0.364888336034436,-0.7313368838907073,-2.215492996743096,0
2.116046070336405,4.266857306661303,-0.8807411030109005,-2.6279487376842168,0.4951318475903214,-3.2293950762585606,2.6997099221687346,-1.7754241895739369,-2.013530541303183,-1.816256932740539,0
-0.0343491215136824,4.83044760204371,3.0732232856419026,-5.905394960396371,2.5155301848177016,-8.953122333169505,2.477465995553125,-2.2182771133056125,-3.907446760921868,-2.902073298734033,0
1.148867747820887,-3.450064989342845,-1.0074985640434198,-3.501174342532876,0.3195935711777123,-4.68695060369889,-0.7831290160154795,-3.8352961750286902,1.4256661078675537,-0.9538975814746736,0
3.1937903900363662,2.267108455613024,-0.8902112725266743,-0.9724763719488556,-0.6741275518920975,-0.2952680653639241,1.4643451477676983,-1.490247818942224,0.6394424282763392,-0.306761933778535,1
0.3772729280720011,-2.337466794131919,-0.8359559645420709,-0.6990390009318611,0.8848261112266074,-3.000891013418115,0.9076732789887016,-2.170711139517737,-1.267581592393403,-0.5219167796318382,1
0.9041456434274378,3.3451963319736797,2.454409289093938,-3.338421996370511,0.9192108058901348,-4.908023986143707,0.4919327874116598,-1.659629374184426,-3.1255358739123285,-1.85324729231056,0
1.993937369327773,0.2998045147260186,-2.742397909429388,-0.9577753054191198,2.5445816994006742,-0.299714661411233,1.6701630941104413,-1.5231849684835328,0.594010063905925,1.745055193711378,0
0.7778685729048478,-0.7743253767699654,-1.346148997951914,-2.8544250570153418,-0.5316263795440472,-0.0111216740555178,-1.8912954596013911,-1.150828939686055,1.3063396367451932,1.4257871598765164,0
1.4570043290397725,0.8577197161020682,-1.3954969757098208,-1.488431799186847,0.992081593344944,0.9329958772567996,-1.2264014277663833,-0.7264291850181728,1.2197291979888216,1.3237754379076845,0
0.3094546550513416,3.2334698185659105,3.8027039674834624,-7.671140805993589,1.2214856352042276,-10.299983467256167,0.400142025650489,-3.589813033597839,-5.17184403292439,-2.668145404241678,0
2.8064945294371304,1.2040194449677215,0.2357527426545163,-2.4592837401392744,2.184054285174088,-4.846631776223796,1.3563793475493895,-3.375302534825501,1.0822831912939603,-2.224705017313432,1
-0.1246337245289266,-0.4886488452245134,-0.3079233801677791,-0.1078785857750437,0.7954345627344321,1.903798330261277,-1.6462687053439704,0.6208395852831907,1.8015111055568809,1.716136071869085,0
0.2606346609011325,1.460421112449338,-0.0666241364215967,1.046444490094829,2.522844932691112,2.997361039501452,-1.732989652937038,1.2294218389684497,0.5128054959932037,1.9511169340251275,0
0.2285151403113808,-1.453018710236026,-0.0489449630828675,0.5080478788259906,2.887270717577561,-0.6894033979313506,-0.202382340929787,-0.7338671706399509,1.0211177600838954,0.6449524825440814,0
0.1077430565688809,-1.2785542668784529,-1.0093478495024006,-2.5797951507605865,0.2728671224242853,-1.5264502076161712,-1.0701693794337197,-1.3276026568706414,2.337507658221556,0.0165447825928576,0
-0.4632623532053845,-0.8399679505417522,-1.3087768593044211,-1.700883398320002,0.2823402035304335,-0.791241106988779,-1.130674073136689,-0.720257807223653,1.6663251921072657,-0.4754097425009065,0
2.694144029165173,0.6838408378147706,-2.1542862102867963,0.0125583366042292,0.1658466392560352,-2.750075549207327,2.762598853492384,-2.949572744522648,-2.307934859112244,-2.356177188364386,0
0.810192609409875,0.5269138101262799,5.077692294301254,-2.9527090617492897,-0.1509096561289102,-4.111019171970963,0.2966395227969068,-0.905408474208408,-0.7476545285772922,0.9749939827791352,0
2.522736236292469,4.344001857852468,-2.9858095094089734,-2.084552388851998,2.7375323367436155,-1.1327732750295414,4.1121107134507575,-1.0181248740806497,2.103303974675072,0.1558659825446864,1
3.173288841792008,0.9733163059524208,-1.2066566528958935,-0.6650400231624347,3.4354913005852508,-0.1657315457757672,-0.1254771119811877,-2.0391790288559744,-0.0310928284130773,1.711842823695712,0
-0.4407461201320302,-1.2502221349546154,0.2691381938150077,1.7129238074484383,0.4848424383755014,4.09456580966484,-2.1108535729466413,1.7384743516058558,1.0803610706928033,3.200816092483932,0
-2.5476178923704755,3.742921651116746,2.3325948357591244,-0.2211952299621629,1.8920343904803505,1.0733903318369915,-0.8190201943988589,3.163262410889251,0.8986515817229983,-0.028827085060008,0
1.4134745893801854,0.081470575992423,-0.598825825653855,-3.353011658982121,0.5813871967731459,0.606789094376662,-1.8055943931126124,-0.7721303391391334,1.641719555954962,3.4533367584523478,0
2.4256016751794047,-1.460045515810828,2.32064984890984,-1.1347771602773475,2.390893080307377,-6.42056425313681,1.4683665855628476,-3.980844946549328,-1.7736288941007978,-1.7818211694235568,0
-1.807918131305811,-0.9618140905391336,1.9966364925851856,1.2985452830847986,0.4752133797743583,3.9281052009126487,-4.253551122742781,2.519686307735522,1.355940109405621,2.37943144213272,0
1.3695041026982824,0.8672243662278781,2.5428751849578126,-0.9805420430983932,2.0404416164003005,-4.2051437098334405,-0.1854377796001753,-2.1837275670211453,-2.1958041138490287,-1.8835062760110537,0
-0.0476225020104543,0.3919615597648871,-1.1818178123141174,0.7922573002910005,1.0540296737992174,3.011170449149432,-0.7219603763493754,1.1969747774405162,1.5206425473678995,1.8999066608010555,0
1.1763576056268332,0.8860146314904717,3.2660253240559323,-3.514255568033858,2.095745278331101,-6.473950256333344,-0.153731879752315,-2.885985252308384,-2.271302272221189,-1.5422858470829903,0
-1.422297321228744,2.378076599820804,2.3656255740801644,-0.2006468455435818,0.1541457971930082,1.855750026852136,-1.3050730560580446,2.583268893701221,1.0365577455977144,1.0250695073664269,0
0.5520299163239724,1.0059241620445762,-1.7712394907709452,0.9226585199306848,-1.0358897033876386,1.6817957013959874,-1.1758041624230908,-0.1475726779941307,-0.9836147504855808,-1.5074650253397337,1
0.2848342039141844,0.413640062070467,-2.240804170185135,-1.0361328557308205,2.9286916329644344,-1.1881938644669332,2.461123405431653,-0.5635771811340012,3.1221785784055647,0.3015819365921981,0
3.674033247294007,-1.5536707499147395,-2.6830563826411367,-1.99949455721738,0.6350460746212638,-1.9955766210176635,0.1079286483897883,-3.989374034746829,0.1946569482528272,0.4008766450318036,0
2.36175330796905,-2.6198226754307363,-1.35162234399651,-3.681585349339872,1.6185369997649448,-5.414235363743415,0.1835299526417568,-4.628103928128426,1.6082668059708325,-0.9870108313386948,0
3.587167895542573,-2.8005229095080244,-2.0536503899335417,1.1131023524365191,1.3891591975494686,1.0178939417837007,0.4338837465157659,-2.535144368096288,-0.825120499277723,3.1714913713464843,0
2.814637275535917,-0.963663636516665,-1.2030498625140438,-3.1878544495039662,2.1858811641928666,-4.120790429526153,-0.3958397594096623,-4.09026688873401,0.9109237944458242,-0.6583343191997615,0
