feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
1.8327609228226696,-0.2460869975172022,3.067951383260445,-4.3113733944316674,0.0826677128869547,-6.225164476950147,1.6788931275508527,-2.884724852874512,-0.9087790460030096,0.3933556473105071
2.0848654548973693,-0.6912721651292141,-1.9724897936730517,-3.2113797281356,0.5475820176326387,-2.522544528706232,-0.3681586119503212,-2.9782673046518497,1.9963376218361164,-0.4383771722502554
0.9093449729998878,-0.9962670567015588,-2.404751638584236,-0.0615551970695843,2.470802403712736,-1.1395082846268538,2.63973937247146,-1.218358015667444,2.540032964407986,0.3432860978054777
2.598309707775429,-1.8310296197322824,-2.25839348129068,-4.8946224329239225,-0.0737897866039212,-3.1533412990124727,-0.4904788137094763,-3.843578342941735,0.4753085955432005,1.6391007235174198
-0.3957761669906072,1.5455172427680854,0.9503410393753536,-0.8177446558038542,1.9756204180264545,-2.359930991249167,0.0875653551603622,-0.4346056726844274,-1.0091018260018934,-1.5606115914609475
1.9549538960001416,0.311387876741924,-3.491811450695743,-1.193735363395937,-0.2551652270953293,0.8635155603053541,0.3667543702680873,-1.3849445856838536,1.5493645038956576,0.4306803759406907
3.2935975148225927,6.336243396685629,1.214761250840279,-1.972425542197367,1.0023009980502948,-1.7511572201194008,0.1806224419875888,-1.3318300783963355,-0.5608395842561837,-2.517349987408775
0.4134183574668461,-0.1333525920283752,-1.496714131607084,0.1528462727514006,0.8497756015164655,1.827568071342506,-0.1641370746843647,0.3347514793522435,2.3917816006973585,1.291464387086033
0.9393810529874712,-0.1377060446716207,-2.736575028679876,-0.4630449225311228,1.1346573967177898,-0.4870952338954208,0.601811480655797,-1.3505849947164494,1.2550939616996315,-0.8128630199923375
0.1299811549966968,1.5266118517443297,1.6408854028568478,-2.777771927225659,1.2719695043341763,-5.240393895342181,-0.6159179536987771,-2.199298341607295,-3.746103976886504,-2.681542242630406
3.775944166790136,-1.6675131536096974,-0.6948725641925102,-2.143201951000174,1.0881680518616514,0.3076940268659773,-2.249269480650929,-2.9078469067502994,-2.232000758953494,4.621061319347724
2.570384087935863,-2.2178678601392217,-1.4144838213561686,-1.4468391202968172,0.7123073099941558,-2.121640909927775,-1.1007919337469396,-3.484118401629116,0.0050628581352291,-0.1938318377985199
1.506548174285874,-0.2245448460747237,0.0710450690813661,1.2381903956452374,-0.398014718155254,-0.3134769124973354,2.67643735869788,-0.52618613389459,0.3121719782202004,0.1194655182106219
1.3619824210227764,-4.2842669403068525,0.476400601758375,1.0763652181809351,0.5142701883235241,-1.3720769065595153,2.8149671813979733,-1.3675628297298483,3.1060444013264945,1.766942704803082
2.525261833531845,1.309932726514164,-2.9404373471274603,-4.02208180431858,3.908739879288544,-6.244973372981618,0.2955418148979617,-4.945130821104717,0.2977179193393281,-3.859281299637671
3.780596630464888,-0.8281498763783297,1.160999058526061,-1.3536360921719364,0.501318838029739,-6.021423484472854,2.01811842909898,-4.717225775321236,-3.12967933844881,-2.02144891486601
3.207235559195648,0.4258678482340999,-3.081854540364499,0.0284028074784719,0.213098978752961,-2.282717948725806,1.1886563635957907,-3.671889437045582,-2.794600524657185,-2.8594708954005306
2.0731293138217253,1.954720939803507,2.224192180161203,-2.5251050168062923,2.52790106062793,-5.5939173473754815,0.7145530692428679,-2.919669480029932,-2.0493519474699484,-1.9620156399778328
0.0940723221213751,-0.5750719204926986,-1.5174939489245447,-1.6128349971485918,-0.597581848692339,0.5823984764838515,-1.8531277695076915,-0.5384095673497132,1.1809567266545855,0.3548622587592129
2.77447317574274,-1.0525656113940158,-2.274551285523904,-1.1866135136483154,1.118510364019393,-1.128328145212159,0.4876455525672734,-2.7491100326773124,1.1217919258088151,0.519513158738832
1.2697171826243292,-0.9434102415459884,-0.4094562355143589,-3.7095985129313513,1.0457615295049243,-2.626850833247382,-1.8623402036308527,-2.4914532570721715,1.2169119007701028,0.4707897646342166
-0.9101767059420112,-0.6263821745239786,-1.7839509961958504,-1.3318987859904097,-1.1240038067824438,-3.358975992092762,2.956569142041766,-1.1684844697309256,-2.2751139250411105,-1.7756864885105843
-1.7077500818599538,-6.910979562263243,0.9318619849843994,-0.5556476626596352,-1.0135777945437168,-3.827309404940415,-2.5368669959702874,-2.349205977909922,1.3533435255092554,-2.193843040532146
0.8266204616297718,-5.004584243748312,1.469762207259954,-0.3731114898070444,-0.5045565354868546,-2.9505330571215302,1.6169658481135238,-1.9750604545362545,1.3731158464986395,1.491970396615729
-0.8503916736755306,-4.0222438517709485,0.1102572421647416,-0.8173608388715345,0.341237322318689,-2.805861914592687,-1.2056852232681017,-1.7022996262926084,2.575478186585794,-1.6109022731606384
1.1534698166816773,2.013926171252645,3.0811443832013907,-5.400723660205308,-0.047644528383026,-7.391829377883574,1.2593247007627415,-2.861761603034509,-3.5189731447543537,-1.2873229549145735
-1.213883369432403,-1.4460790022096708,1.3706158380720892,-0.3690384432708632,-0.5580236443108884,0.7127853488874487,-0.1514247252778258,1.2895070055001212,2.2022573670692345,1.9656907451532364
1.0265453673057188,1.2502495528119302,1.0676839225030736,-1.99975437384365,-1.0678862769930095,-2.1755225854716365,-0.0893272509999854,-1.226093353618718,-2.170579298020028,-0.6462914621853368
1.3400876092940863,-0.8564433591842264,-1.857944541382149,0.8854171930445249,2.125947592024239,0.5238278050767025,0.8590169687725497,-0.950801234782515,0.8740966070570662,1.000691447211056
2.342437442478831,-1.2816958421687412,-0.1134904062502705,-0.5554381479301304,2.583118519406977,-1.3956360919767947,-1.1672907674054662,-2.5111307019352767,-0.0580689560871017,0.787626218862714
-0.6885180898958063,-2.8742817473884323,-1.7344486131839292,2.398627442605903,-0.1634732794378595,1.0234517614048797,0.6636893608035161,0.1036967745685086,3.1262947869895434,-1.206432025403764
-0.5454264950855106,-2.4109058051398424,0.2578054962167648,-1.887576200124132,1.8323590132145715,-6.181752936102468,2.254888016003429,-2.605875598569688,-0.972095423779732,-1.741269857072953
1.474856377992377,-0.5733206989493629,-1.234339282341001,-3.3975044808256527,0.0207283232290036,-0.8717768874772824,-2.0598922145992837,-1.962340968017139,0.6010847998481854,1.36913759566215
